Grapic Type,Latitude,Longitude,Language Link,ISO 639-3 code,Language Name,Contains Apostrophe,leaflet_id,Radius,Color,Ethnologue Status,Hex Fill Color,Weight,Opacity,FillOpacity
circle,-4.657089058593730,143.301274517578000,"<a href=""http://www.ethnologue.com/language/amp"" target=""_blank"">Alamblak</a>",amp,Alamblak,,lang1347,3,e3d000,Robust,fff9b5,1,1,1
circle,16.777535906250000,-98.189538511718800,"<a href=""http://www.ethnologue.com/language/amu"" target=""_blank"">Guerrero Amuzgo</a>",amu,Guerrero Amuzgo,,lang1352,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.862154457031240,127.198799787109000,"<a href=""http://www.ethnologue.com/language/amv"" target=""_blank"">Ambelau</a>",amv,Ambelau,,lang1353,3,e3d000,Robust,fff9b5,1,1,1
circle,-22.221446875000000,133.306689033203000,"<a href=""http://www.ethnologue.com/language/amx"" target=""_blank"">Anmatyerre</a>",amx,Anmatyerre,,lang1355,3,e3d000,Robust,fff9b5,1,1,1
circle,9.406313871093740,9.624052500000000,"<a href=""http://www.ethnologue.com/language/anc"" target=""_blank"">Ngas</a>",anc,Ngas,,lang1357,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.043265716796900,144.868464757812000,"<a href=""http://www.ethnologue.com/language/anh"" target=""_blank"">Nend</a>",anh,Nend,,lang1361,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.988631017578140,144.792508853516000,"<a href=""http://www.ethnologue.com/language/anj"" target=""_blank"">Anor</a>",anj,Anor,,lang1363,3,e3d000,Robust,fff9b5,1,1,1
circle,24.051475542968800,94.163191132812500,"<a href=""http://www.ethnologue.com/language/anm"" target=""_blank"">Anal</a>",anm,Anal,,lang1366,3,e3d000,Robust,fff9b5,1,1,1
circle,4.619132117187520,7.774826542968750,"<a href=""http://www.ethnologue.com/language/ann"" target=""_blank"">Obolo</a>",ann,Obolo,,lang1367,3,e3d000,Robust,fff9b5,1,1,1
circle,25.467980445312500,87.266144544921900,"<a href=""http://www.ethnologue.com/language/anp"" target=""_blank"">Angika</a>",anp,Angika,,lang1369,3,e3d000,Robust,fff9b5,1,1,1
circle,12.106026970703100,92.681808822265600,"<a href=""http://www.ethnologue.com/language/anq"" target=""_blank"">Jarawa</a>",anq,Jarawa,,lang1370,3,e3d000,Robust,fff9b5,1,1,1
circle,7.498197845703150,34.322329900390600,"<a href=""http://www.ethnologue.com/language/anu"" target=""_blank"">Anuak</a>",anu,Anuak,,lang1373,3,e3d000,Robust,fff9b5,1,1,1
circle,5.990548714843730,9.401633775390620,"<a href=""http://www.ethnologue.com/language/anv"" target=""_blank"">Denya</a>",anv,Denya,,lang1374,3,e3d000,Robust,fff9b5,1,1,1
circle,4.915117054687470,7.581536046874990,"<a href=""http://www.ethnologue.com/language/anw"" target=""_blank"">Anaang</a>",anw,Anaang,,lang1375,3,e3d000,Robust,fff9b5,1,1,1
circle,-1.936116363281260,147.105762621094000,"<a href=""http://www.ethnologue.com/language/anx"" target=""_blank"">Andra-Hus</a>",anx,Andra-Hus,,lang1376,3,e3d000,Robust,fff9b5,1,1,1
circle,5.735232607421890,-3.132830000000010,"<a href=""http://www.ethnologue.com/language/any"" target=""_blank"">Anyin</a>",any,Anyin,,lang1377,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.551529275390640,148.973566294922000,"<a href=""http://www.ethnologue.com/language/anz"" target=""_blank"">Anem</a>",anz,Anem,,lang1378,3,e3d000,Robust,fff9b5,1,1,1
circle,0.114378259765601,6.594858499999990,"<a href=""http://www.ethnologue.com/language/aoa"" target=""_blank"">Angolar</a>",aoa,Angolar,,lang1379,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.491472867187500,144.758454964844000,"<a href=""http://www.ethnologue.com/language/aod"" target=""_blank"">Andarum</a>",aod,Andarum,,lang1382,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.233593460937530,143.580377916016000,"<a href=""http://www.ethnologue.com/language/aoe"" target=""_blank"">Angal Enen</a>",aoe,Angal Enen,,lang1383,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.495185263671880,142.563546972656000,"<a href=""http://www.ethnologue.com/language/aof"" target=""_blank"">Bragat</a>",aof,Bragat,,lang1384,3,e3d000,Robust,fff9b5,1,1,1
circle,-4.077586130859400,144.028139500000000,"<a href=""http://www.ethnologue.com/language/aog"" target=""_blank"">Angoram</a>",aog,Angoram,,lang1385,3,e3d000,Robust,fff9b5,1,1,1
circle,-14.026973707031200,136.637043027344000,"<a href=""http://www.ethnologue.com/language/aoi"" target=""_blank"">Anindilyakwa</a>",aoi,Anindilyakwa,,lang1386,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.601099619140650,142.951406226563000,"<a href=""http://www.ethnologue.com/language/aoj"" target=""_blank"">Mufian</a>",aoj,Mufian,,lang1387,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.207131621093770,124.267434527344000,"<a href=""http://www.ethnologue.com/language/aol"" target=""_blank"">Alor</a>",aol,Alor,,lang1389,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.030957210937520,148.110631263672000,"<a href=""http://www.ethnologue.com/language/aom"" target=""_blank"">Ömie</a>",aom,Ömie,,lang1390,3,e3d000,Robust,fff9b5,1,1,1
circle,-2.884404189453110,140.779064009766000,"<a href=""http://www.ethnologue.com/language/aos"" target=""_blank"">Taikat</a>",aos,Taikat,,lang1392,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.777856937500020,124.143727996094000,"<a href=""http://www.ethnologue.com/language/aoz"" target=""_blank"">Uab Meto</a>",aoz,Uab Meto,,lang1395,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.623293990234400,161.452454845703000,"<a href=""http://www.ethnologue.com/language/apb"" target=""_blank"">Sa\u0027a</a>",apb,Sa’a,Yes,lang1396,3,e3d000,Robust,fff9b5,1,1,1
circle,34.859725890625000,36.330116000000000,"<a href=""http://www.ethnologue.com/language/apc"" target=""_blank"">North Levantine Spoken Arabic</a>",apc,North Levantine Spoken Arabic,,lang1397,3,e3d000,Robust,fff9b5,1,1,1
circle,15.932574638671900,32.944035000000000,"<a href=""http://www.ethnologue.com/language/apd"" target=""_blank"">Sudanese Spoken Arabic</a>",apd,Sudanese Spoken Arabic,,lang1398,3,e3d000,Robust,fff9b5,1,1,1
circle,17.053769539062500,122.280198664062000,"<a href=""http://www.ethnologue.com/language/apf"" target=""_blank"">Pahanan Agta</a>",apf,Pahanan Agta,,lang1400,3,e3d000,Robust,fff9b5,1,1,1
circle,-0.786175677734377,116.389977712891000,"<a href=""http://www.ethnologue.com/language/apg"" target=""_blank"">Ampanang</a>",apg,Ampanang,,lang1401,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.115222361328110,-47.637577509765600,"<a href=""http://www.ethnologue.com/language/apn"" target=""_blank"">Apinayé</a>",apn,Apinayé,,lang1407,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.300207130859410,149.948108673828000,"<a href=""http://www.ethnologue.com/language/apo"" target=""_blank"">Ambul</a>",apo,Ambul,,lang1408,3,e3d000,Robust,fff9b5,1,1,1
circle,-15.721181244140600,168.177666671875000,"<a href=""http://www.ethnologue.com/language/app"" target=""_blank"">Apma</a>",app,Apma,,lang1409,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.322578382812480,147.102696695312000,"<a href=""http://www.ethnologue.com/language/apr"" target=""_blank"">Arop-Lokep</a>",apr,Arop-Lokep,,lang1410,3,e3d000,Robust,fff9b5,1,1,1
circle,8.947184460937480,11.066559511718800,"<a href=""http://www.ethnologue.com/language/bcv"" target=""_blank"">Shoo-Minda-Nye</a>",bcv,Shoo-Minda-Nye,,lang1411,3,e3d000,Robust,fff9b5,1,1,1
circle,10.354534593750000,13.614872177734400,"<a href=""http://www.ethnologue.com/language/bcw"" target=""_blank"">Bana</a>",bcw,Bana,,lang1412,3,e3d000,Robust,fff9b5,1,1,1
circle,9.516833896484400,11.857185000000000,"<a href=""http://www.ethnologue.com/language/bcy"" target=""_blank"">Bacama</a>",bcy,Bacama,,lang1413,3,e3d000,Robust,fff9b5,1,1,1
circle,-10.090026345703100,151.123017750000000,"<a href=""http://www.ethnologue.com/language/bdd"" target=""_blank"">Bunama</a>",bdd,Bunama,,lang1418,3,e3d000,Robust,fff9b5,1,1,1
circle,12.668117421875000,10.754612310546900,"<a href=""http://www.ethnologue.com/language/bde"" target=""_blank"">Bade</a>",bde,Bade,,lang1419,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.879435599609390,147.653275917969000,"<a href=""http://www.ethnologue.com/language/bdf"" target=""_blank"">Biage</a>",bdf,Biage,,lang1420,3,e3d000,Robust,fff9b5,1,1,1
circle,4.583652687499980,29.933321000000000,"<a href=""http://www.ethnologue.com/language/bdh"" target=""_blank"">Baka</a>",bdh,Baka,,lang1422,3,e3d000,Robust,fff9b5,1,1,1
circle,10.742747439453100,34.028616015625000,"<a href=""http://www.ethnologue.com/language/bdi"" target=""_blank"">Burun</a>",bdi,Burun,,lang1423,3,e3d000,Robust,fff9b5,1,1,1
circle,13.301169564453100,14.424315000000000,"<a href=""http://www.ethnologue.com/language/bdm"" target=""_blank"">Buduma</a>",bdm,Buduma,,lang1427,3,e3d000,Robust,fff9b5,1,1,1
circle,12.138624876953100,17.650829679687500,"<a href=""http://www.ethnologue.com/language/bdo"" target=""_blank"">Morom</a>",bdo,Morom,,lang1429,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.073273597656230,30.583425781250000,"<a href=""http://www.ethnologue.com/language/bdp"" target=""_blank"">Bende</a>",bdp,Bende,,lang1430,3,e3d000,Robust,fff9b5,1,1,1
circle,14.047634345703100,108.470836500000000,"<a href=""http://www.ethnologue.com/language/bdq"" target=""_blank"">Bahnar</a>",bdq,Bahnar,,lang1431,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.220470257812510,36.017875273437500,"<a href=""http://www.ethnologue.com/language/bds"" target=""_blank"">Burunge</a>",bds,Burunge,,lang1433,3,e3d000,Robust,fff9b5,1,1,1
circle,4.751111970703110,16.672080000000000,"<a href=""http://www.ethnologue.com/language/bdt"" target=""_blank"">Bokoto</a>",bdt,Bokoto,,lang1434,3,e3d000,Robust,fff9b5,1,1,1
circle,4.907019039062500,9.152094499999980,"<a href=""http://www.ethnologue.com/language/bdu"" target=""_blank"">Oroko</a>",bdu,Oroko,,lang1435,3,e3d000,Robust,fff9b5,1,1,1
circle,18.867814199218700,82.993301027343800,"<a href=""http://www.ethnologue.com/language/bdv"" target=""_blank"">Bodo Parja</a>",bdv,Bodo Parja,,lang1436,3,e3d000,Robust,fff9b5,1,1,1
circle,4.845214714843730,12.828198195312500,"<a href=""http://www.ethnologue.com/language/beb"" target=""_blank"">Bebele</a>",beb,Bebele,,lang1441,3,e3d000,Robust,fff9b5,1,1,1
circle,6.335242166015630,9.490332929687500,"<a href=""http://www.ethnologue.com/language/bec"" target=""_blank"">Iceve-Maci</a>",bec,Iceve-Maci,,lang1442,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.089204910156240,145.529160343750000,"<a href=""http://www.ethnologue.com/language/bef"" target=""_blank"">Benabena</a>",bef,Benabena,,lang1445,3,e3d000,Robust,fff9b5,1,1,1
circle,10.756182113281200,1.014207890625020,"<a href=""http://www.ethnologue.com/language/beh"" target=""_blank"">Biali</a>",beh,Biali,,lang1447,3,e3d000,Robust,fff9b5,1,1,1
circle,19.187884271484400,35.704879667968700,"<a href=""http://www.ethnologue.com/language/bej"" target=""_blank"">Bedawiyet</a>",bej,Bedawiyet,,lang1449,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.617886015625000,150.281320121094000,"<a href=""http://www.ethnologue.com/language/bek"" target=""_blank"">Bebeli</a>",bek,Bebeli,,lang1450,3,e3d000,Robust,fff9b5,1,1,1
circle,53.542390375000000,28.053625816406200,"<a href=""http://www.ethnologue.com/language/bel"" target=""_blank"">Belarusan</a>",bel,Belarusan,,lang1451,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.976486630859370,29.987309500000000,"<a href=""http://www.ethnologue.com/language/bem"" target=""_blank"">Bemba</a>",bem,Bemba,,lang1452,3,e3d000,Robust,fff9b5,1,1,1
circle,23.718859750000000,88.016237611328100,"<a href=""http://www.ethnologue.com/language/ben"" target=""_blank"">Bengali</a>",ben,Bengali,,lang1453,3,e3d000,Robust,fff9b5,1,1,1
circle,-6.142406902343740,142.471345552734000,"<a href=""http://www.ethnologue.com/language/beo"" target=""_blank"">Beami</a>",beo,Beami,,lang1454,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.951909693359370,13.987370214843700,"<a href=""http://www.ethnologue.com/language/beq"" target=""_blank"">Beembe</a>",beq,Beembe,,lang1456,3,e3d000,Robust,fff9b5,1,1,1
circle,9.592534708984370,16.095424478515600,"<a href=""http://www.ethnologue.com/language/bes"" target=""_blank"">Besme</a>",bes,Besme,,lang1457,3,e3d000,Robust,fff9b5,1,1,1
circle,6.223974373046870,-6.467341527343760,"<a href=""http://www.ethnologue.com/language/bet"" target=""_blank"">Guiberoua Bété</a>",bet,Guiberoua Bété,,lang1458,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.302470097656230,124.262189818359000,"<a href=""http://www.ethnologue.com/language/beu"" target=""_blank"">Blagar</a>",beu,Blagar,,lang1459,3,e3d000,Robust,fff9b5,1,1,1
circle,6.883969509765620,-6.503906750000000,"<a href=""http://www.ethnologue.com/language/bev"" target=""_blank"">Daloa Bété</a>",bev,Daloa Bété,,lang1460,3,e3d000,Robust,fff9b5,1,1,1
circle,6.000089568359390,29.970083003906300,"<a href=""http://www.ethnologue.com/language/bex"" target=""_blank"">Jur Modo</a>",bex,Jur Modo,,lang1462,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.679335537109350,142.367512503906000,"<a href=""http://www.ethnologue.com/language/bey"" target=""_blank"">Beli</a>",bey,Beli,,lang1463,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.260672384765660,35.092326291015600,"<a href=""http://www.ethnologue.com/language/bez"" target=""_blank"">Bena</a>",bez,Bena,,lang1464,3,e3d000,Robust,fff9b5,1,1,1
circle,4.689832892578120,31.202436167968800,"<a href=""http://www.ethnologue.com/language/bfa"" target=""_blank"">Bari</a>",bfa,Bari,,lang1465,3,e3d000,Robust,fff9b5,1,1,1
circle,21.896425869140600,74.431944988281300,"<a href=""http://www.ethnologue.com/language/bfb"" target=""_blank"">Pauri Bareli</a>",bfb,Pauri Bareli,,lang1466,3,e3d000,Robust,fff9b5,1,1,1
circle,6.136801199218720,10.132661847656300,"<a href=""http://www.ethnologue.com/language/bfd"" target=""_blank"">Bafut</a>",bfd,Bafut,,lang1467,3,e3d000,Robust,fff9b5,1,1,1
circle,4.004952792968770,17.278749025390600,"<a href=""http://www.ethnologue.com/language/bff"" target=""_blank"">Bofi</a>",bff,Bofi,,lang1469,3,e3d000,Robust,fff9b5,1,1,1
circle,0.860248710937469,115.838904000000000,"<a href=""http://www.ethnologue.com/language/bfg"" target=""_blank"">Busang Kayan</a>",bfg,Busang Kayan,,lang1470,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.560404400390610,141.212807513672000,"<a href=""http://www.ethnologue.com/language/bfh"" target=""_blank"">Blafe</a>",bfh,Blafe,,lang1471,3,e3d000,Robust,fff9b5,1,1,1
circle,5.843121037109370,10.448311251953100,"<a href=""http://www.ethnologue.com/language/bfj"" target=""_blank"">Bafanji</a>",bfj,Bafanji,,lang1472,3,e3d000,Robust,fff9b5,1,1,1
circle,7.912963337890630,21.859155447265600,"<a href=""http://www.ethnologue.com/language/bfl"" target=""_blank"">Banda-Ndélé</a>",bfl,Banda-Ndélé,,lang1473,3,e3d000,Robust,fff9b5,1,1,1
circle,6.438709814453150,10.255185166015600,"<a href=""http://www.ethnologue.com/language/bfm"" target=""_blank"">Mmen</a>",bfm,Mmen,,lang1474,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.164181878906280,125.275403443359000,"<a href=""http://www.ethnologue.com/language/bfn"" target=""_blank"">Bunak</a>",bfn,Bunak,,lang1475,3,e3d000,Robust,fff9b5,1,1,1
circle,9.784676382812510,-2.906258999999980,"<a href=""http://www.ethnologue.com/language/bfo"" target=""_blank"">Malba Birifor</a>",bfo,Malba Birifor,,lang1476,3,e3d000,Robust,fff9b5,1,1,1
circle,11.454333691406200,76.624321458984400,"<a href=""http://www.ethnologue.com/language/bfq"" target=""_blank"">Badaga</a>",bfq,Badaga,,lang1478,3,e3d000,Robust,fff9b5,1,1,1
circle,34.770062361328100,77.038063554687500,"<a href=""http://www.ethnologue.com/language/bft"" target=""_blank"">Balti</a>",bft,Balti,,lang1480,3,e3d000,Robust,fff9b5,1,1,1
circle,18.476553205078100,82.257215380859300,"<a href=""http://www.ethnologue.com/language/bfw"" target=""_blank"">Bondo</a>",bfw,Bondo,,lang1482,3,e3d000,Robust,fff9b5,1,1,1
circle,11.210094037109400,123.742801138672000,"<a href=""http://www.ethnologue.com/language/bfx"" target=""_blank"">Bantayanon</a>",bfx,Bantayanon,,lang1483,3,e3d000,Robust,fff9b5,1,1,1
circle,24.238756619140600,80.881245591796900,"<a href=""http://www.ethnologue.com/language/bfy"" target=""_blank"">Bagheli</a>",bfy,Bagheli,,lang1484,3,e3d000,Robust,fff9b5,1,1,1
circle,31.230660328125000,77.596063291015600,"<a href=""http://www.ethnologue.com/language/bfz"" target=""_blank"">Mahasu Pahari</a>",bfz,Mahasu Pahari,,lang1485,3,e3d000,Robust,fff9b5,1,1,1
circle,-0.351356001953150,121.900875500000000,"<a href=""http://www.ethnologue.com/language/bgb"" target=""_blank"">Bobongko</a>",bgb,Bobongko,,lang1487,3,e3d000,Robust,fff9b5,1,1,1
circle,28.944374728515600,76.364999593750000,"<a href=""http://www.ethnologue.com/language/bgc"" target=""_blank"">Haryanvi</a>",bgc,Haryanvi,,lang1488,3,e3d000,Robust,fff9b5,1,1,1
circle,21.908645142578100,75.514254462890600,"<a href=""http://www.ethnologue.com/language/bgd"" target=""_blank"">Rathwi Bareli</a>",bgd,Rathwi Bareli,,lang1489,3,e3d000,Robust,fff9b5,1,1,1
circle,31.012480201171900,76.295144144531300,"<a href=""http://www.ethnologue.com/language/bge"" target=""_blank"">Bauria</a>",bge,Bauria,,lang1490,3,e3d000,Robust,fff9b5,1,1,1
circle,2.298840349609350,15.346684621093700,"<a href=""http://www.ethnologue.com/language/bgf"" target=""_blank"">Bangandu</a>",bgf,Bangandu,,lang1491,3,e3d000,Robust,fff9b5,1,1,1
circle,27.296674439453100,92.458214572265600,"<a href=""http://www.ethnologue.com/language/bgg"" target=""_blank"">Bugun</a>",bgg,Bugun,,lang1492,3,e3d000,Robust,fff9b5,1,1,1
circle,5.965214744140610,10.607684062500000,"<a href=""http://www.ethnologue.com/language/bgj"" target=""_blank"">Bangolan</a>",bgj,Bangolan,,lang1494,3,e3d000,Robust,fff9b5,1,1,1
circle,18.277376746093800,104.867871500000000,"<a href=""http://www.ethnologue.com/language/bgl"" target=""_blank"">Bo</a>",bgl,Bo,,lang1496,3,e3d000,Robust,fff9b5,1,1,1
circle,28.720754152343800,63.191705576171900,"<a href=""http://www.ethnologue.com/language/bgn"" target=""_blank"">Western Balochi</a>",bgn,Western Balochi,,lang1497,3,e3d000,Robust,fff9b5,1,1,1
circle,28.907155828125000,68.761746175781200,"<a href=""http://www.ethnologue.com/language/bgp"" target=""_blank"">Eastern Balochi</a>",bgp,Eastern Balochi,,lang1498,3,e3d000,Robust,fff9b5,1,1,1
circle,29.791928060546900,74.227312757812500,"<a href=""http://www.ethnologue.com/language/bgq"" target=""_blank"">Bagri</a>",bgq,Bagri,,lang1499,3,e3d000,Robust,fff9b5,1,1,1
circle,22.025513636718800,92.434022525390600,"<a href=""http://www.ethnologue.com/language/bgr"" target=""_blank"">Bawm Chin</a>",bgr,Bawm Chin,,lang1500,3,e3d000,Robust,fff9b5,1,1,1
circle,6.968339744140620,125.160520271484000,"<a href=""http://www.ethnologue.com/language/bgs"" target=""_blank"">Tagabawa</a>",bgs,Tagabawa,,lang1501,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.486431037109360,159.805293087891000,"<a href=""http://www.ethnologue.com/language/bgt"" target=""_blank"">Bughotu</a>",bgt,Bughotu,,lang1502,3,e3d000,Robust,fff9b5,1,1,1
circle,6.830882751953140,11.123559632812500,"<a href=""http://www.ethnologue.com/language/bgu"" target=""_blank"">Kamkam</a>",bgu,Kamkam,,lang1503,3,e3d000,Robust,fff9b5,1,1,1
circle,19.136934984375000,81.869942109375000,"<a href=""http://www.ethnologue.com/language/bgw"" target=""_blank"">Bhatri</a>",bgw,Bhatri,,lang1505,3,e3d000,Robust,fff9b5,1,1,1
circle,23.980092779296900,80.066383757812500,"<a href=""http://www.ethnologue.com/language/bha"" target=""_blank"">Bharia</a>",bha,Bharia,,lang1508,3,e3d000,Robust,fff9b5,1,1,1
circle,23.299983199218700,74.543053892578100,"<a href=""http://www.ethnologue.com/language/bhb"" target=""_blank"">Bhili</a>",bhb,Bhili,,lang1509,3,e3d000,Robust,fff9b5,1,1,1
circle,-2.194239218750000,130.252602388672000,"<a href=""http://www.ethnologue.com/language/bhc"" target=""_blank"">Biga</a>",bhc,Biga,,lang1510,3,e3d000,Robust,fff9b5,1,1,1
circle,33.295079082031200,75.860383917968800,"<a href=""http://www.ethnologue.com/language/bhd"" target=""_blank"">Bhadrawahi</a>",bhd,Bhadrawahi,,lang1511,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.858407164062500,141.423552804687000,"<a href=""http://www.ethnologue.com/language/bhf"" target=""_blank"">Odiai</a>",bhf,Odiai,,lang1513,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.240590066406240,147.914716693359000,"<a href=""http://www.ethnologue.com/language/bhg"" target=""_blank"">Binandere</a>",bhg,Binandere,,lang1514,3,e3d000,Robust,fff9b5,1,1,1
circle,22.439998425781300,75.103062724609300,"<a href=""http://www.ethnologue.com/language/bhi"" target=""_blank"">Bhilali</a>",bhi,Bhilali,,lang1516,3,e3d000,Robust,fff9b5,1,1,1
circle,27.350336154296900,86.532456431640600,"<a href=""http://www.ethnologue.com/language/bhj"" target=""_blank"">Bahing</a>",bhj,Bahing,,lang1517,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.368188705078130,141.996634667969000,"<a href=""http://www.ethnologue.com/language/bhl"" target=""_blank"">Bimin</a>",bhl,Bimin,,lang1518,3,e3d000,Robust,fff9b5,1,1,1
circle,26.248021804687500,83.407836314453100,"<a href=""http://www.ethnologue.com/language/bho"" target=""_blank"">Bhojpuri</a>",bho,Bhojpuri,,lang1521,3,e3d000,Robust,fff9b5,1,1,1
circle,-8.488123656250020,118.466413251953000,"<a href=""http://www.ethnologue.com/language/bhp"" target=""_blank"">Bima</a>",bhp,Bima,,lang1522,3,e3d000,Robust,fff9b5,1,1,1
circle,-5.746025460937520,123.942482062500000,"<a href=""http://www.ethnologue.com/language/bhq"" target=""_blank"">Tukang Besi South</a>",bhq,Tukang Besi South,,lang1523,3,e3d000,Robust,fff9b5,1,1,1
circle,-22.644169474609400,45.693131546875000,"<a href=""http://www.ethnologue.com/language/bhr"" target=""_blank"">Bara Malagasy</a>",bhr,Bara Malagasy,,lang1524,3,e3d000,Robust,fff9b5,1,1,1
circle,10.576371111328100,13.849135542968700,"<a href=""http://www.ethnologue.com/language/bhs"" target=""_blank"">Buwal</a>",bhs,Buwal,,lang1525,3,e3d000,Robust,fff9b5,1,1,1
circle,32.475338750000000,75.992549673828100,"<a href=""http://www.ethnologue.com/language/bht"" target=""_blank"">Bhattiyali</a>",bht,Bhattiyali,,lang1526,3,e3d000,Robust,fff9b5,1,1,1
circle,20.492608785156200,82.614695218750000,"<a href=""http://www.ethnologue.com/language/bhu"" target=""_blank"">Bhunjia</a>",bhu,Bhunjia,,lang1527,3,e3d000,Robust,fff9b5,1,1,1
circle,0.303588447265611,115.324721992188000,"<a href=""http://www.ethnologue.com/language/bhv"" target=""_blank"">Bahau</a>",bhv,Bahau,,lang1528,3,e3d000,Robust,fff9b5,1,1,1
circle,21.537168992187500,77.650336369140600,"<a href=""http://www.ethnologue.com/language/bhx"" target=""_blank"">Bhalay</a>",bhx,Bhalay,,lang1530,3,e3d000,Robust,fff9b5,1,1,1
circle,4.879813171875010,10.392090025390600,"<a href=""http://www.ethnologue.com/language/bko"" target=""_blank"">Kwa\u0027</a>",bko,Kwa’,Yes,lang1531,3,e3d000,Robust,fff9b5,1,1,1
circle,1.516115490234370,18.880642500000000,"<a href=""http://www.ethnologue.com/language/bkp"" target=""_blank"">Boko</a>",bkp,Boko,,lang1532,3,e3d000,Robust,fff9b5,1,1,1
circle,-14.261698277343700,-54.701856669921900,"<a href=""http://www.ethnologue.com/language/bkq"" target=""_blank"">Bakairí</a>",bkq,Bakairí,,lang1533,3,e3d000,Robust,fff9b5,1,1,1
circle,-1.988278189453130,114.769642000000000,"<a href=""http://www.ethnologue.com/language/bkr"" target=""_blank"">Bakumpai</a>",bkr,Bakumpai,,lang1534,3,e3d000,Robust,fff9b5,1,1,1
circle,12.843774445312500,124.001597500000000,"<a href=""http://www.ethnologue.com/language/bks"" target=""_blank"">Northern Sorsoganon</a>",bks,Northern Sorsoganon,,lang1535,3,e3d000,Robust,fff9b5,1,1,1
circle,12.644841609375000,121.222003722656000,"<a href=""http://www.ethnologue.com/language/bku"" target=""_blank"">Buhid</a>",bku,Buhid,,lang1537,3,e3d000,Robust,fff9b5,1,1,1
circle,6.714802248046850,8.926762144531270,"<a href=""http://www.ethnologue.com/language/bkv"" target=""_blank"">Bekwarra</a>",bkv,Bekwarra,,lang1538,3,e3d000,Robust,fff9b5,1,1,1
circle,1.802175664062470,14.058993250000000,"<a href=""http://www.ethnologue.com/language/bkw"" target=""_blank"">Bekwel</a>",bkw,Bekwel,,lang1539,3,e3d000,Robust,fff9b5,1,1,1
circle,-9.326380501953110,124.293383556641000,"<a href=""http://www.ethnologue.com/language/bkx"" target=""_blank"">Baikeno</a>",bkx,Baikeno,,lang1540,3,e3d000,Robust,fff9b5,1,1,1
circle,-3.161582212890610,122.345514000000000,"<a href=""http://www.ethnologue.com/language/bkz"" target=""_blank"">Bungku</a>",bkz,Bungku,,lang1542,3,e3d000,Robust,fff9b5,1,1,1
circle,-7.741705324218740,156.636622433594000,"<a href=""http://www.ethnologue.com/language/blb"" target=""_blank"">Bilua</a>",blb,Bilua,,lang1544,3,e3d000,Robust,fff9b5,1,1,1
circle,12.144174843750000,-15.004712250000000,"<a href=""http://www.ethnologue.com/language/ble"" target=""_blank"">Balanta-Kentohe</a>",ble,Balanta-Kentohe,,lang1547,3,e3d000,Robust,fff9b5,1,1,1
circle,7.575767687499990,-9.961671056640630,"<a href=""http://www.ethnologue.com/language/blh"" target=""_blank"">Kuwaa</a>",blh,Kuwaa,,lang1550,3,e3d000,Robust,fff9b5,1,1,1
circle,-1.286868310546880,18.456225000000000,"<a href=""http://www.ethnologue.com/language/bli"" target=""_blank"">Bolia</a>",bli,Bolia,,lang1551,3,e3d000,Robust,fff9b5,1,1,1
circle,2.758598187500010,117.300233734375000,"<a href=""http://www.ethnologue.com/language/blj"" target=""_blank"">Bolongan</a>",blj,Bolongan,,lang1552,3,e3d000,Robust,fff9b5,1,1,1
circle,20.484693941406200,97.395821732421900,"<a href=""http://www.ethnologue.com/language/blk"" target=""_blank"">Pa\u0027o</a>",blk,Pa’o,Yes,lang1553,3,e3d000,Robust,fff9b5,1,1,1
circle,6.425819869140640,29.719363273437500,"<a href=""http://www.ethnologue.com/language/blm"" target=""_blank"">Beli</a>",blm,Beli,,lang1554,3,e3d000,Robust,fff9b5,1,1,1
